8282 nad6 1 0.000000 0.000000 0.000000
8283 nad6 1 16.543634 0.017751 0.982249
8284 nad6 1 16.543634 0.019659 0.980341
8285 nad6 1 16.543634 0.021566 0.978434
8286 nad6 1 83.125363 0.011980 0.988020
8287 nad6 1 83.125363 0.013890 0.986110
8288 nad6 1 83.125363 0.015800 0.984200
8289 nad6 1 90.612145 0.016234 0.983766
8290 nad6 1 90.612145 0.018148 0.981852
8291 nad6 1 90.612145 0.020063 0.979937
8292 nad6 1 105.719286 0.018838 0.981162
8293 nad6 1 105.719286 0.020761 0.979239
8294 nad6 1 105.719286 0.022684 0.977316
8295 nad6 1 117.886139 0.023770 0.976230
8296 nad6 1 117.886139 0.025694 0.974306
8297 nad6 1 117.886139 0.027618 0.972382
8298 nad6 1 117.886139 0.029542 0.970458
8299 nad6 1 117.886139 0.031466 0.968534
8300 nad6 1 117.886139 0.033390 0.966610
8301 nad6 1 359.411146 0.018582 0.981418
8302 nad6 1 359.411146 0.020539 0.979461
8303 nad6 1 359.411146 0.022495 0.977505
8304 nad6 1 880.062614 0.016817 0.983183
8305 nad6 1 880.062614 0.018799 0.981201
8306 nad6 1 880.062614 0.020781 0.979219
8307 nad6 1 971.763592 0.022575 0.977425
8308 nad6 1 971.763592 0.024556 0.975444
8309 nad6 1 971.763592 0.026537 0.973463
8310 nad6 1 1380.761334 0.027753 0.972247
8311 nad6 1 1380.761334 0.029738 0.970262
8312 nad6 1 1380.761334 0.031722 0.968278
8313 nad6 1 1415.492574 0.033672 0.966328
8314 nad6 1 1415.492574 0.035655 0.964345
8315 nad6 1 1415.492574 0.037639 0.962361
8316 nad6 1 1612.190918 0.039357 0.960643
8317 nad6 1 1612.190918 0.041341 0.958659
8318 nad6 1 1612.190918 0.043326 0.956674
8319 nad6 1 1845.148256 0.044997 0.955003
8320 nad6 1 1845.148256 0.046983 0.953017
8321 nad6 1 1845.148256 0.048969 0.951031
8322 nad6 1 1904.526833 0.050979 0.949021
8323 nad6 1 1904.526833 0.052965 0.947035
8324 nad6 1 1904.526833 0.054950 0.945050
8325 nad6 1 1922.520477 0.056994 0.943006
8326 nad6 1 1922.520477 0.058979 0.941021
8327 nad6 1 1922.520477 0.060965 0.939035
8328 nad6 1 2112.230530 0.062510 0.937490
8329 nad6 1 2112.230530 0.064496 0.935504
8330 nad6 1 2112.230530 0.066483 0.933517
8331 nad6 1 2809.639506 0.066895 0.933105
8332 nad6 1 2809.639506 0.068888 0.931112
8333 nad6 1 2809.639506 0.070881 0.929119
8334 nad6 1 3517.134120 0.072668 0.927332
8335 nad6 1 3517.134120 0.074659 0.925341
8336 nad6 1 3517.134120 0.076651 0.923349
8337 nad6 1 3619.745478 0.078767 0.921233
