4509 cob 3 0.000000 0.000000 0.000000
4510 cob 3 0.000000 0.000000 0.000000
4511 cob 3 0.000000 0.000000 0.000000
4512 cob 3 0.000000 0.000000 0.000000
4513 cob 3 0.000000 0.000000 0.000000
4514 cob 3 0.000000 0.000000 0.000000
4515 cob 3 0.000000 0.000000 0.000000
4516 cob 3 0.000000 0.000000 0.000000
4517 cob 3 0.000000 0.000000 0.000000
4518 cob 3 0.000000 0.000000 0.000000
4519 cob 3 0.000000 0.000000 0.000000
4520 cob 3 0.000000 0.000000 0.000000
4521 cob 3 0.000000 0.000000 0.000000
4522 cob 3 0.000000 0.000000 0.000000
4523 cob 3 0.000000 0.000000 0.000000
4524 cob 3 0.000000 0.000000 0.000000
4525 cob 3 0.000000 0.000000 0.000000
4526 cob 3 0.000000 0.000000 0.000000
4527 cob 3 0.000000 0.000000 0.000000
4528 cob 3 0.000000 0.000000 0.000000
4529 cob 3 0.000000 0.000000 0.000000
4530 cob 3 0.000000 0.000000 0.000000
4531 cob 3 0.000000 0.000000 0.000000
4532 cob 3 0.000000 0.000000 0.000000
4533 cob 3 0.000000 0.000000 0.000000
4534 cob 3 0.000000 0.000000 0.000000
4535 cob 3 0.000000 0.000000 0.000000
4536 cob 3 0.000000 0.000000 0.000000
4537 cob 3 0.000000 0.000000 0.000000
4538 cob 3 0.000000 0.000000 0.000000
4539 cob 3 0.000000 0.000000 0.000000
4540 cob 3 0.000000 0.000000 0.000000
4541 cob 3 0.000000 0.000000 0.000000
4542 cob 3 0.000000 0.000000 0.000000
4543 cob 3 0.000000 0.000000 0.000000
4544 cob 3 0.000000 0.000000 0.000000
4545 cob 3 0.000000 0.000000 0.000000
4546 cob 3 0.000000 0.000000 0.000000
4547 cob 3 0.000000 0.000000 0.000000
4548 cob 3 0.000000 0.000000 0.000000
4549 cob 3 0.000000 0.000000 0.000000
4550 cob 3 0.000000 0.000000 0.000000
4551 cob 3 0.000000 0.000000 0.000000
4552 cob 3 0.000000 0.000000 0.000000
