20	30	0.379746835443038	79
29	53	0.670886075949367	79
30	13	0.164556962025316	79
42	1	0.0126582278481013	79
43	1	0.0126582278481013	79
44	1	0.0126582278481013	79
59	1	0.0126582278481013	79
61	1	0.0126582278481013	79
64	1	0.0126582278481013	79
68	1	0.0126582278481013	79
70	4	0.0506329113924051	79
71	1	0.0126582278481013	79
74	18	0.227848101265823	79
77	1	0.0126582278481013	79
82	51	0.645569620253165	79
98	12	0.151898734177215	79
103	3	0.0379746835443038	79
104	2	0.0253164556962025	79
109	1	0.0126582278481013	79
113	68	0.860759493670886	79
119	6	0.0759493670886076	79
128	11	0.139240506329114	79
145	67	0.848101265822785	79
154	2	0.0253164556962025	79
179	65	0.822784810126582	79
197	72	0.911392405063291	79
212	13	0.164556962025316	79
218	68	0.860759493670886	79
228	3	0.0379746835443038	79
365	8	0.10126582278481	79
371	18	0.227848101265823	79
381	65	0.822784810126582	79
416	3	0.0379746835443038	79
436	32	0.405063291139241	79
446	1	0.0126582278481013	79
482	2	0.0253164556962025	79
491	5	0.0632911392405063	79
535	1	0.0126582278481013	79
555	22	0.278481012658228	79
562	73	0.924050632911392	79
617	4	0.0506329113924051	79
622	45	0.569620253164557	79
624	1	0.0126582278481013	79
701	15	0.189873417721519	79
706	16	0.20253164556962	79
715	7	0.0886075949367089	79
760	1	0.0126582278481013	79
761	1	0.0126582278481013	79
772	11	0.139240506329114	79
875	4	0.0506329113924051	79
882	60	0.759493670886076	79
991	73	0.924050632911392	79
1046	2	0.0253164556962025	79
1105	4	0.0506329113924051	79
1148	3	0.0379746835443038	79
1159	13	0.164556962025316	79
1165	2	0.0253164556962025	79
1247	68	0.860759493670886	79
1256	4	0.0506329113924051	79
1285	1	0.0126582278481013	79
1360	65	0.822784810126582	79
1398	10	0.126582278481013	79
1399	63	0.79746835443038	79
1424	1	0.0126582278481013	79
1526	62	0.784810126582278	79
1542	1	0.0126582278481013	79
1544	1	0.0126582278481013	79
1600	38	0.481012658227848	79
1602	1	0.0126582278481013	79
1604	16	0.20253164556962	79
1607	4	0.0506329113924051	79
1610	7	0.0886075949367089	79
1622	1	0.0126582278481013	79
1627	1	0.0126582278481013	79
1636	1	0.0126582278481013	79
1641	5	0.0632911392405063	79
1651	2	0.0253164556962025	79
1654	1	0.0126582278481013	79
1703	70	0.886075949367089	79
