chrM	1	2	0.111111111111111
chrM	2	3	0.1
chrM	3	4	0.0909090909090909
chrM	4	5	0.676470588235294
chrM	5	6	0
chrM	6	7	0
chrM	7	8	0.0285714285714286
chrM	8	9	0.0540540540540541
chrM	9	10	0.0263157894736842
chrM	10	11	0.0256410256410256
chrM	11	12	0
chrM	12	13	0
chrM	13	14	0.025
chrM	14	15	0
chrM	15	16	0.024390243902439
chrM	16	17	0
chrM	17	18	0
chrM	18	19	0.0238095238095238
chrM	19	20	0
chrM	20	21	0
chrM	21	22	0
chrM	22	23	0.0869565217391304
chrM	23	24	0
chrM	24	25	0
chrM	25	26	0
chrM	26	27	0
chrM	27	28	0
chrM	28	29	0.0416666666666667
chrM	29	30	0
chrM	30	31	0
chrM	31	32	0.0204081632653061
chrM	32	33	0
chrM	33	34	0
chrM	34	35	0
chrM	35	36	0
chrM	36	37	0.02
chrM	37	38	0
chrM	38	39	0
chrM	39	40	0
chrM	40	41	0.0384615384615385
chrM	41	42	0
chrM	42	43	0.0188679245283019
chrM	43	44	0.0185185185185185
chrM	44	45	0.0181818181818182
chrM	45	46	0
chrM	46	47	0
chrM	47	48	0
chrM	48	49	0
chrM	49	50	0
chrM	50	51	0
chrM	51	52	0.0178571428571429
chrM	52	53	0
chrM	53	54	0
chrM	54	55	0
chrM	55	56	0
chrM	56	57	0.0344827586206897
chrM	57	58	0
chrM	58	59	0
chrM	59	60	0
chrM	60	61	0
chrM	61	62	0
chrM	62	63	0.0333333333333333
chrM	63	64	0
chrM	64	65	0.032258064516129
chrM	65	66	0
chrM	66	67	0
chrM	67	68	0
chrM	68	69	0
chrM	69	70	0
chrM	70	71	0
chrM	71	72	0
chrM	72	73	0
chrM	73	74	0
chrM	74	75	0.03125
chrM	75	76	0.0447761194029851
chrM	76	77	0
chrM	77	78	0
chrM	78	79	0
chrM	79	80	0
chrM	80	81	0
chrM	81	82	0
chrM	82	83	0
chrM	83	84	0
chrM	84	85	0
chrM	85	86	0
chrM	86	87	0
chrM	87	88	0
chrM	88	89	0
chrM	89	90	0
chrM	90	91	0
chrM	91	92	0
chrM	92	93	0
chrM	93	94	0.0147058823529412
chrM	94	95	0
chrM	95	96	0
chrM	96	97	0
chrM	97	98	0
chrM	98	99	0
chrM	99	100	0
chrM	100	101	0.0285714285714286
chrM	101	102	0.0140845070422535
chrM	102	103	0
chrM	103	104	0
chrM	104	105	0
chrM	105	106	0.0273972602739726
chrM	106	107	0.0266666666666667
chrM	107	108	0
chrM	108	109	0
chrM	109	110	0
chrM	110	111	0
chrM	111	112	0
chrM	112	113	0
chrM	113	114	0
chrM	114	115	0.0131578947368421
chrM	115	116	0
chrM	116	117	0
chrM	117	118	0
chrM	118	119	0
chrM	119	120	0
chrM	120	121	0
chrM	121	122	0
chrM	122	123	0.012987012987013
chrM	123	124	0.0253164556962025
chrM	124	125	0
chrM	125	126	0
chrM	126	127	0
chrM	127	128	0.0125
chrM	128	129	0.0123456790123457
chrM	129	130	0
chrM	130	131	0
chrM	131	132	0
chrM	132	133	0
chrM	133	134	0
chrM	134	135	0.0121951219512195
chrM	135	136	0.0120481927710843
chrM	136	137	0
chrM	137	138	0.0240963855421687
chrM	138	139	0.0357142857142857
chrM	139	140	0
chrM	140	141	0.0119047619047619
chrM	141	142	0.0235294117647059
chrM	142	143	0.0449438202247191
chrM	143	144	0.0111111111111111
chrM	144	145	0.0816326530612245
chrM	145	146	0.0101010101010101
chrM	146	147	0
chrM	147	148	0.01
chrM	148	149	0.0099009900990099
chrM	149	150	0
chrM	150	151	0.00980392156862745
chrM	151	152	0
chrM	152	153	0.0377358490566038
chrM	153	154	0
chrM	154	155	0
chrM	155	156	0.00934579439252336
chrM	156	157	0
chrM	157	158	0
chrM	158	159	0.018348623853211
