9763	9824	-1	trnP	tRNA	4.400000155890815e-11	global	1
464	524	1	trnM	tRNA	1.2999999687846042e-10	global	1
9704	9763	1	trnT	tRNA	5.899999933056677e-10	global	1
1507	1568	1	trnW	tRNA	7.600000073715307e-10	global	1
6270	6329	-1	trnF	tRNA	8.300000131633567e-10	global	1
8043	8104	-1	trnH	tRNA	2.3999999765322855e-09	global	1
3967	4027	1	trnD	tRNA	2.900000017902471e-09	global	1
3907	3967	1	trnK	tRNA	6.800000118545313e-09	global	1
260	315	-1	trnQ	tRNA	3.3000000598804036e-07	global	1
11462	11522	1	trnS2	tRNA	4.199999921183917e-07	global	1
3164	3224	1	trnL2	tRNA	1.2000000424450263e-06	global	1
6155	6217	1	trnE	tRNA	1.6000000186977559e-06	global	1
12699	12760	-1	trnL1	tRNA	2.100000074278796e-06	global	1
6212	6271	1	trnR	tRNA	7.499999810534064e-06	global	1
5985	6043	1	trnA	tRNA	8.50000014906982e-06	global	1
1569	1623	1	trnG	tRNA	1.2999999853491317e-05	global	1
202	262	-1	trnY	tRNA	7.400000322377309e-05	global	1
402	462	1	trnI	tRNA	0.0003600000054575503	global	1
6097	6157	1	trnN	tRNA	0.0005799999926239252	global	1
316	372	-1	trnC	tRNA	0.0008099999977275729	global	1
13743	13806	-1	trnV	tRNA	0.0010999999940395355	global	1
6020	6098	1	trnS1	tRNA	0.0052999998442828655	global	1
9763	9824	-1	trnP	tRNA	4.400000155890815e-11	global	1
464	524	1	trnM	tRNA	1.2999999687846042e-10	global	1
9704	9763	1	trnT	tRNA	5.899999933056677e-10	global	1
1507	1568	1	trnW	tRNA	7.600000073715307e-10	global	1
6270	6329	-1	trnF	tRNA	8.300000131633567e-10	global	1
8043	8104	-1	trnH	tRNA	2.3999999765322855e-09	global	1
3967	4027	1	trnD	tRNA	2.900000017902471e-09	global	1
3907	3967	1	trnK	tRNA	6.800000118545313e-09	global	1
260	315	-1	trnQ	tRNA	3.3000000598804036e-07	global	1
11462	11522	1	trnS2	tRNA	4.199999921183917e-07	global	1
3164	3224	1	trnL2	tRNA	1.2000000424450263e-06	global	1
6155	6217	1	trnE	tRNA	1.6000000186977559e-06	global	1
12699	12760	-1	trnL1	tRNA	2.100000074278796e-06	global	1
6212	6271	1	trnR	tRNA	7.499999810534064e-06	global	1
5985	6043	1	trnA	tRNA	8.50000014906982e-06	global	1
1569	1623	1	trnG	tRNA	1.2999999853491317e-05	global	1
202	262	-1	trnY	tRNA	7.400000322377309e-05	global	1
402	462	1	trnI	tRNA	0.0003600000054575503	global	1
6097	6157	1	trnN	tRNA	0.0005799999926239252	global	1
316	372	-1	trnC	tRNA	0.0008099999977275729	global	1
13743	13806	-1	trnV	tRNA	0.0010999999940395355	global	1
6020	6098	1	trnS1	tRNA	0.0052999998442828655	global	1
12706	13825	-1	rrnL	rRNA	0.0	global	1
13787	14418	-1	rrnS	rRNA	0.0	global	1
12706	13825	-1	rrnL	rRNA	0.0	global	1
13787	14418	-1	rrnS	rRNA	0.0	global	1
11678	11710	-1	OL	rep_origin	0.009999999776482582	global	1
11678	11710	-1	OL	rep_origin	0.009999999776482582	global	1
11678	11710	1	OL	rep_origin	0.03099999949336052	global	2
11678	11710	1	OL	rep_origin	0.03099999949336052	global	2
