12910	12969	-1	trnP	tRNA	9.000000050773949e-11	global	1
12851	12910	1	trnT	tRNA	5.699999916508602e-10	global	1
8959	9018	-1	trnF	tRNA	8.800000173003752e-10	global	1
6655	6715	1	trnD	tRNA	3.7000000840947678e-09	global	1
6597	6655	1	trnK	tRNA	3.7000000840947678e-09	global	1
4200	4262	1	trnW	tRNA	9.899999930951253e-09	global	1
8846	8908	1	trnE	tRNA	1.5999999902760464e-07	global	1
10732	10790	-1	trnH	tRNA	9.799999816095806e-07	global	1
1791	1840	-1	trnQ	tRNA	1.0999999631167157e-06	global	1
15639	15700	-1	trnL1	tRNA	1.7999999499807018e-06	global	1
3154	3213	1	trnM	tRNA	2.100000074278796e-06	global	1
1537	1597	-1	trnC	tRNA	6.8999997893115506e-06	global	1
14617	14674	1	trnS2	tRNA	7.3999999585794285e-06	global	1
8787	8848	1	trnN	tRNA	1.5999999959603883e-05	global	1
3096	3153	1	trnI	tRNA	1.8000000636675395e-05	global	1
8679	8736	1	trnA	tRNA	1.8000000636675395e-05	global	1
5858	5917	1	trnL2	tRNA	5.400000009103678e-05	global	1
4263	4317	1	trnG	tRNA	7.500000356230885e-05	global	1
8903	8960	1	trnR	tRNA	0.00013000000035390258	global	1
1727	1787	-1	trnY	tRNA	0.0010000000474974513	global	1
392	463	-1	trnV	tRNA	0.04100000113248825	global	1
12910	12969	-1	trnP	tRNA	9.000000050773949e-11	global	1
12851	12910	1	trnT	tRNA	5.699999916508602e-10	global	1
8959	9018	-1	trnF	tRNA	8.800000173003752e-10	global	1
6655	6715	1	trnD	tRNA	3.7000000840947678e-09	global	1
6597	6655	1	trnK	tRNA	3.7000000840947678e-09	global	1
4200	4262	1	trnW	tRNA	9.899999930951253e-09	global	1
8846	8908	1	trnE	tRNA	1.5999999902760464e-07	global	1
10732	10790	-1	trnH	tRNA	9.799999816095806e-07	global	1
1791	1840	-1	trnQ	tRNA	1.0999999631167157e-06	global	1
15639	15700	-1	trnL1	tRNA	1.7999999499807018e-06	global	1
3154	3213	1	trnM	tRNA	2.100000074278796e-06	global	1
1537	1597	-1	trnC	tRNA	6.8999997893115506e-06	global	1
14617	14674	1	trnS2	tRNA	7.3999999585794285e-06	global	1
8787	8848	1	trnN	tRNA	1.5999999959603883e-05	global	1
3096	3153	1	trnI	tRNA	1.8000000636675395e-05	global	1
8679	8736	1	trnA	tRNA	1.8000000636675395e-05	global	1
5858	5917	1	trnL2	tRNA	5.400000009103678e-05	global	1
4263	4317	1	trnG	tRNA	7.500000356230885e-05	global	1
8903	8960	1	trnR	tRNA	0.00013000000035390258	global	1
1727	1787	-1	trnY	tRNA	0.0010000000474974513	global	1
392	463	-1	trnV	tRNA	0.04100000113248825	global	1
1766	1840	-1	trnQ	tRNA	7.500000356230885e-05	global	2
1766	1840	-1	trnQ	tRNA	7.500000356230885e-05	global	2
15664	16283	-1	rrnL	rRNA	0.0	global	1
1899	2547	-1	rrnS	rRNA	0.0	global	1
15664	498	-1	rrnL	rRNA	0.0	global	1
1899	2547	-1	rrnS	rRNA	0.0	global	1
11637	11667	1	OL	rep_origin	0.012000000104308128	global	1
11637	11667	1	OL	rep_origin	0.012000000104308128	global	1
