5578 nad3 3 0.000000 0.000000 0.000000
5579 nad3 3 16.974694 0.042254 0.957746
5580 nad3 3 16.974694 0.044537 0.955463
5581 nad3 3 16.974694 0.046820 0.953180
5582 nad3 3 16.974694 0.049103 0.950897
5583 nad3 3 16.974694 0.051386 0.948614
5584 nad3 3 16.974694 0.053669 0.946331
5585 nad3 3 30.719422 0.032324 0.967676
5586 nad3 3 30.719422 0.034701 0.965299
5587 nad3 3 30.719422 0.037077 0.962923
5588 nad3 3 52.082934 0.026303 0.973697
5589 nad3 3 52.082934 0.028723 0.971277
5590 nad3 3 52.082934 0.031143 0.968857
5591 nad3 3 62.982563 0.025173 0.974827
5592 nad3 3 62.982563 0.027620 0.972380
5593 nad3 3 62.982563 0.030066 0.969934
5594 nad3 3 62.982563 0.032513 0.967487
5595 nad3 3 62.982563 0.034960 0.965040
5596 nad3 3 62.982563 0.037407 0.962593
5597 nad3 3 62.982563 0.039854 0.960146
5598 nad3 3 62.982563 0.042301 0.957699
5599 nad3 3 62.982563 0.044748 0.955252
5600 nad3 3 282.264634 0.015883 0.984117
5601 nad3 3 282.264634 0.018424 0.981576
5602 nad3 3 282.264634 0.020964 0.979036
5603 nad3 3 312.362087 0.023037 0.976963
5604 nad3 3 312.362087 0.025579 0.974421
5605 nad3 3 312.362087 0.028121 0.971879
5606 nad3 3 338.712379 0.027401 0.972599
5607 nad3 3 338.712379 0.029951 0.970049
5608 nad3 3 338.712379 0.032501 0.967499
5609 nad3 3 390.177209 0.052861 0.947139
5610 nad3 3 390.177209 0.055365 0.944635
5611 nad3 3 390.177209 0.057870 0.942130
5612 nad3 3 595.309570 0.044800 0.955200
5613 nad3 3 595.309570 0.047346 0.952654
5614 nad3 3 595.309570 0.049893 0.950107
5615 nad3 3 790.805598 0.040259 0.959741
5616 nad3 3 790.805598 0.042841 0.957159
5617 nad3 3 790.805598 0.045423 0.954577
5618 nad3 3 832.972106 0.046343 0.953657
5619 nad3 3 832.972106 0.048930 0.951070
5620 nad3 3 832.972106 0.051517 0.948483
5621 nad3 3 901.203033 0.051257 0.948743
5622 nad3 3 901.203033 0.053853 0.946147
5623 nad3 3 901.203033 0.056449 0.943551
5624 nad3 3 1408.085005 0.044676 0.955324
5625 nad3 3 1408.085005 0.047313 0.952687
5626 nad3 3 1408.085005 0.049949 0.950051
5627 nad3 3 2306.059417 0.037438 0.962562
5628 nad3 3 2306.059417 0.040119 0.959881
5629 nad3 3 2306.059417 0.042800 0.957200
5630 nad3 3 3051.753074 0.038457 0.961543
5631 nad3 3 3051.753074 0.041156 0.958844
5632 nad3 3 3051.753074 0.043855 0.956145
5633 nad3 3 33873.385541 0.004745 0.995255
5634 nad3 3 33873.385541 0.007564 0.992436
5635 nad3 3 33873.385541 0.010383 0.989617
5636 nad3 3 33928.442244 0.013300 0.986700
5637 nad3 3 33928.442244 0.016119 0.983881
5638 nad3 3 33928.442244 0.018937 0.981063
5639 nad3 3 36104.171388 0.021795 0.978205
5640 nad3 3 36104.171388 0.024614 0.975386
5641 nad3 3 36104.171388 0.027432 0.972568
5642 nad3 3 40569.496111 0.031541 0.968459
5643 nad3 3 40569.496111 0.034356 0.965644
5644 nad3 3 40569.496111 0.037171 0.962829
5645 nad3 3 43507.902997 0.038478 0.961522
5646 nad3 3 43507.902997 0.041298 0.958702
5647 nad3 3 43507.902997 0.044118 0.955882
5648 nad3 3 44484.144693 0.046884 0.953116
5649 nad3 3 44484.144693 0.049704 0.950296
5650 nad3 3 44484.144693 0.052523 0.947477
5651 nad3 3 50513.460400 0.052789 0.947211
5652 nad3 3 50513.460400 0.055616 0.944384
5653 nad3 3 50513.460400 0.058444 0.941556
5654 nad3 3 59139.355805 0.054890 0.945110
5655 nad3 3 59139.355805 0.057737 0.942263
5656 nad3 3 59139.355805 0.060585 0.939415
5657 nad3 3 62945.409579 0.063198 0.936802
5658 nad3 3 62945.409579 0.066046 0.933954
5659 nad3 3 62945.409579 0.068894 0.931106
5660 nad3 3 64916.564876 0.071832 0.928168
5661 nad3 3 64916.564876 0.074680 0.925320
5662 nad3 3 64916.564876 0.077528 0.922472
5663 nad3 3 65547.101268 0.080245 0.919755
