8237	8298	-1	trnP	tRNA	3.100000074349185e-12	global	1
8178	8237	1	trnT	tRNA	2.100000034976901e-10	global	1
13318	13377	1	trnM	tRNA	6.699999999248973e-10	global	1
4746	4805	-1	trnF	tRNA	1.0999999799921056e-09	global	1
2383	2443	1	trnK	tRNA	1.2999999965401798e-09	global	1
6519	6578	-1	trnH	tRNA	3.2999999177718564e-08	global	1
2443	2503	1	trnD	tRNA	5.900000132896821e-08	global	1
11103	11162	-1	trnL1	tRNA	9.000000034120603e-08	global	1
43	102	1	trnG	tRNA	1.1000000199601345e-07	global	1
1640	1700	1	trnL2	tRNA	5.900000132896821e-07	global	1
13057	13125	-1	trnQ	tRNA	2.4000000848900527e-06	global	1
4631	4693	1	trnE	tRNA	7.099999947968172e-06	global	1
13126	13181	-1	trnC	tRNA	9.299999874201603e-06	global	1
9936	9995	1	trnS2	tRNA	9.999999747378752e-06	global	1
4571	4633	1	trnN	tRNA	2.099999983329326e-05	global	1
13256	13316	1	trnI	tRNA	4.099999932805076e-05	global	1
4688	4747	1	trnR	tRNA	4.600000102072954e-05	global	1
13012	13072	-1	trnY	tRNA	7.500000356230885e-05	global	1
4461	4519	1	trnA	tRNA	0.00013000000035390258	global	1
4519	4568	1	trnS1	tRNA	0.0008800000068731606	global	1
8237	8298	-1	trnP	tRNA	3.100000074349185e-12	global	1
8178	8237	1	trnT	tRNA	2.100000034976901e-10	global	1
14360	44	1	trnW	tRNA	5.09999986686438e-10	global	1
13318	13377	1	trnM	tRNA	6.699999999248973e-10	global	1
4746	4805	-1	trnF	tRNA	1.0999999799921056e-09	global	1
2383	2443	1	trnK	tRNA	1.2999999965401798e-09	global	1
6519	6578	-1	trnH	tRNA	3.2999999177718564e-08	global	1
2443	2503	1	trnD	tRNA	5.900000132896821e-08	global	1
11103	11162	-1	trnL1	tRNA	9.000000034120603e-08	global	1
1640	1700	1	trnL2	tRNA	5.900000132896821e-07	global	1
13057	13125	-1	trnQ	tRNA	2.4000000848900527e-06	global	1
4631	4693	1	trnE	tRNA	7.099999947968172e-06	global	1
13126	13181	-1	trnC	tRNA	9.299999874201603e-06	global	1
9936	9995	1	trnS2	tRNA	9.999999747378752e-06	global	1
45	99	1	trnG	tRNA	1.4000000192027073e-05	global	1
4571	4633	1	trnN	tRNA	2.099999983329326e-05	global	1
13256	13316	1	trnI	tRNA	4.099999932805076e-05	global	1
4688	4747	1	trnR	tRNA	4.600000102072954e-05	global	1
13012	13072	-1	trnY	tRNA	7.500000356230885e-05	global	1
4461	4519	1	trnA	tRNA	0.00013000000035390258	global	1
4519	4568	1	trnS1	tRNA	0.0008800000068731606	global	1
11110	12262	-1	rrnL	rRNA	0.0	global	1
11110	12225	-1	rrnL	rRNA	0.0	global	1
12187	12773	-1	rrnS	rRNA	1.401298464324817e-45	global	1
