8237	8298	-1	trnP	tRNA	1.8000000795437288e-11	global	1
8178	8237	1	trnT	tRNA	2.6999999458432455e-10	global	1
13318	13377	1	trnM	tRNA	5.899999933056677e-10	global	1
4746	4805	-1	trnF	tRNA	1.400000004814217e-09	global	1
2383	2443	1	trnK	tRNA	1.500000013088254e-09	global	1
6519	6578	-1	trnH	tRNA	2.2000000043931323e-08	global	1
11103	11162	-1	trnL1	tRNA	3.4999999343199306e-08	global	1
2443	2503	1	trnD	tRNA	5.60000010807471e-08	global	1
1640	1700	1	trnL2	tRNA	2.0000000233721948e-07	global	1
13057	13125	-1	trnQ	tRNA	2.4000000848900527e-06	global	1
13126	13181	-1	trnC	tRNA	5.8999999055231456e-06	global	1
4631	4693	1	trnE	tRNA	6.8999997893115506e-06	global	1
9936	9995	1	trnS2	tRNA	7.300000106624793e-06	global	1
45	99	1	trnG	tRNA	1.1000000085914508e-05	global	1
4571	4633	1	trnN	tRNA	1.4999999621068127e-05	global	1
4688	4747	1	trnR	tRNA	2.2000000171829015e-05	global	1
0	44	1	trnW	tRNA	4.70000013592653e-05	global	1
13012	13072	-1	trnY	tRNA	6.0999998822808266e-05	global	1
13256	13316	1	trnI	tRNA	0.0002099999983329326	global	1
4461	4519	1	trnA	tRNA	0.00022000000171829015	global	1
4519	4568	1	trnS1	tRNA	0.0010000000474974513	global	1
12143	12194	-1	trnV	tRNA	0.07800000160932541	global	1
8237	8298	-1	trnP	tRNA	1.8000000795437288e-11	global	1
8178	8237	1	trnT	tRNA	2.6999999458432455e-10	global	1
14360	44	1	trnW	tRNA	4.300000078227839e-10	global	1
13318	13377	1	trnM	tRNA	5.899999933056677e-10	global	1
4746	4805	-1	trnF	tRNA	1.400000004814217e-09	global	1
2383	2443	1	trnK	tRNA	1.500000013088254e-09	global	1
6519	6578	-1	trnH	tRNA	2.2000000043931323e-08	global	1
11103	11162	-1	trnL1	tRNA	3.4999999343199306e-08	global	1
2443	2503	1	trnD	tRNA	5.60000010807471e-08	global	1
1640	1700	1	trnL2	tRNA	2.0000000233721948e-07	global	1
13057	13125	-1	trnQ	tRNA	2.4000000848900527e-06	global	1
13126	13181	-1	trnC	tRNA	5.8999999055231456e-06	global	1
4631	4693	1	trnE	tRNA	6.8999997893115506e-06	global	1
9936	9995	1	trnS2	tRNA	7.300000106624793e-06	global	1
45	99	1	trnG	tRNA	1.1000000085914508e-05	global	1
4571	4633	1	trnN	tRNA	1.4999999621068127e-05	global	1
4688	4747	1	trnR	tRNA	2.2000000171829015e-05	global	1
13012	13072	-1	trnY	tRNA	6.0999998822808266e-05	global	1
13256	13316	1	trnI	tRNA	0.0002099999983329326	global	1
4461	4519	1	trnA	tRNA	0.00022000000171829015	global	1
4519	4568	1	trnS1	tRNA	0.0010000000474974513	global	1
12143	12194	-1	trnV	tRNA	0.07800000160932541	global	1
11110	12262	-1	rrnL	rRNA	0.0	global	1
11110	12213	-1	rrnL	rRNA	0.0	global	1
12187	12773	-1	rrnS	rRNA	0.0	global	1
