chrM	1	2	1	1	0	0
chrM	2	3	0	0	0	1
chrM	3	4	0	0	0	1
chrM	4	5	0	0	0	1
chrM	5	6	0	0	0	1
chrM	6	7	0.666666666666667	0.666666666666667	0	1
chrM	7	8	0.4	0.4	0	3
chrM	8	9	0	0	0	5
chrM	9	10	0	0	0	5
chrM	10	11	0	0	0	5
chrM	11	12	0.285714285714286	0.285714285714286	0	5
chrM	12	13	0	0	0	7
chrM	13	14	0	0	0	7
chrM	14	15	0	0	0	7
chrM	15	16	0.3	0.3	0	7
chrM	16	17	0.230769230769231	0.230769230769231	0	10
chrM	17	18	0.0714285714285714	0.0714285714285714	0	13
chrM	18	19	0	0	0	14
chrM	19	20	0.363636363636364	0.363636363636364	0	14
chrM	20	21	0.185185185185185	0.185185185185185	0	22
chrM	21	22	0	0	0	27
chrM	22	23	0	0	0	27
chrM	23	24	0.0357142857142857	0.0357142857142857	0	27
chrM	24	25	0	0	0	28
chrM	25	26	0.0344827586206897	0.0344827586206897	0	28
chrM	26	27	0	0	0	29
chrM	27	28	0	0	0	29
chrM	28	29	0	0	0	29
chrM	29	30	0.5	0.5	0	29
chrM	30	31	0.121212121212121	0.121212121212121	0	58
chrM	31	32	0	0	0	66
chrM	32	33	0	0	0	66
chrM	33	34	0	0	0	66
chrM	34	35	0	0	0	66
chrM	35	36	0	0	0	66
chrM	36	37	0	0	0	66
chrM	37	38	0	0	0	66
chrM	38	39	0	0	0	66
chrM	39	40	0	0	0	66
chrM	40	41	0	0	0	66
chrM	41	42	0.0149253731343284	0.0149253731343284	0	66
chrM	42	43	0	0	0	67
chrM	43	44	0	0	0	67
chrM	44	45	0.0147058823529412	0.0147058823529412	0	67
chrM	45	46	0.0144927536231884	0.0144927536231884	0	68
chrM	46	47	0.028169014084507	0.028169014084507	0	69
chrM	47	48	0	0	0	71
chrM	48	49	0	0	0	71
chrM	49	50	0	0	0	71
chrM	50	51	0	0	0	71
chrM	51	52	0	0	0	71
chrM	52	53	0	0	0	71
chrM	53	54	0.0138888888888889	0.0138888888888889	0	71
chrM	54	55	0	0	0	72
chrM	55	56	0	0	0	72
chrM	56	57	0	0	0	72
chrM	57	58	0.0136986301369863	0.0136986301369863	0	72
chrM	58	59	0	0	0	73
chrM	59	60	0	0	0	73
chrM	60	61	0.0135135135135135	0.0135135135135135	0	73
chrM	61	62	0	0	0	74
chrM	62	63	0.0133333333333333	0.0133333333333333	0	74
chrM	63	64	0	0	0	75
chrM	64	65	0	0	0	75
chrM	65	66	0	0	0	75
chrM	66	67	0.0506329113924051	0.0506329113924051	0	75
chrM	67	68	0	0	0	79
chrM	68	69	0	0	0	79
chrM	69	70	0	0	0	79
chrM	70	71	0	0	0	79
chrM	71	72	0	0	0	79
chrM	72	73	0	0	0	79
chrM	73	74	0	0	0	79
chrM	74	75	0.0246913580246914	0.0246913580246914	0	79
chrM	75	76	0	0	0	81
chrM	76	77	0.0121951219512195	0.0121951219512195	0	81
chrM	77	78	0.0120481927710843	0.0120481927710843	0	82
chrM	78	79	0.0348837209302326	0.0348837209302326	0	83
