chrM	1	1	
chrM	2	2	1
chrM	3	3	0
chrM	4	4	0
chrM	5	5	0
chrM	6	6	0
chrM	7	7	0.666666666666667
chrM	8	8	0.4
chrM	9	9	0
chrM	10	10	0
chrM	11	11	0
chrM	12	12	0.285714285714286
chrM	13	13	0
chrM	14	14	0
chrM	15	15	0
chrM	16	16	0.3
chrM	17	17	0.230769230769231
chrM	18	18	0.0714285714285714
chrM	19	19	0
chrM	20	20	0.363636363636364
chrM	21	21	0.185185185185185
chrM	22	22	0
chrM	23	23	0
chrM	24	24	0.0357142857142857
chrM	25	25	0
chrM	26	26	0.0344827586206897
chrM	27	27	0
chrM	28	28	0
chrM	29	29	0
chrM	30	30	0.5
chrM	31	31	0.121212121212121
chrM	32	32	0
chrM	33	33	0
chrM	34	34	0
chrM	35	35	0
chrM	36	36	0
chrM	37	37	0
chrM	38	38	0
chrM	39	39	0
chrM	40	40	0
chrM	41	41	0
chrM	42	42	0.0149253731343284
chrM	43	43	0
chrM	44	44	0
chrM	45	45	0.0147058823529412
chrM	46	46	0.0144927536231884
chrM	47	47	0.028169014084507
chrM	48	48	0
chrM	49	49	0
chrM	50	50	0
chrM	51	51	0
chrM	52	52	0
chrM	53	53	0
chrM	54	54	0.0138888888888889
chrM	55	55	0
chrM	56	56	0
chrM	57	57	0
chrM	58	58	0.0136986301369863
chrM	59	59	0
chrM	60	60	0
chrM	61	61	0.0135135135135135
chrM	62	62	0
chrM	63	63	0.0133333333333333
chrM	64	64	0
chrM	65	65	0
chrM	66	66	0
chrM	67	67	0.0506329113924051
chrM	68	68	0
chrM	69	69	0
chrM	70	70	0
chrM	71	71	0
chrM	72	72	0
chrM	73	73	0
chrM	74	74	0
chrM	75	75	0.0246913580246914
chrM	76	76	0
chrM	77	77	0.0121951219512195
chrM	78	78	0.0120481927710843
chrM	79	79	0.0348837209302326
chrM	80	80	0.0227272727272727
chrM	81	81	0.0434782608695652
chrM	82	82	0
chrM	83	83	0.14018691588785
chrM	84	84	0.0272727272727273
chrM	85	85	0
chrM	86	86	0
chrM	87	87	0
chrM	88	88	0
chrM	89	89	0
chrM	90	90	0
chrM	91	91	0
chrM	92	92	0
chrM	93	93	0.00900900900900901
chrM	94	94	0
chrM	95	95	0
chrM	96	96	0
chrM	97	97	0
chrM	98	98	0.00892857142857143
chrM	99	99	0.176470588235294
chrM	100	100	0.0354609929078014
chrM	101	101	0.0275862068965517
chrM	102	102	0.0397350993377483
chrM	103	103	0.0258064516129032
chrM	104	104	0.0372670807453416
chrM	105	105	0.143617021276596
chrM	106	106	0.0456852791878173
chrM	107	107	0.13215859030837
chrM	108	108	0.126923076923077
chrM	109	109	0.0225563909774436
chrM	110	110	0.269230769230769
chrM	111	111	0.0808080808080808
chrM	112	112	0.0725995316159251
chrM	113	113	0.123203285420945
chrM	114	114	0.630780894617134
chrM	115	115	0.219988172678888
chrM	116	116	0.223955943093162
chrM	117	117	0.0362671384343211
chrM	118	118	0.110542879622345
chrM	119	119	0.000786163522012579
chrM	120	120	0.000392927308447937
chrM	121	121	0.000392772977219167
chrM	122	122	0.00856697819314642
chrM	123	123	0
chrM	124	124	0.00426521907716169
chrM	125	125	0.00616570327552987
chrM	126	126	0.00383877159309021
