2501 atp8 1 0.000000 0.000000 0.000000
2502 atp8 1 5.504733 0.026316 0.973684
2503 atp8 1 5.504733 0.032958 0.967042
2504 atp8 1 5.504733 0.039601 0.960399
2505 atp8 1 339.473331 0.001794 0.998206
2506 atp8 1 339.473331 0.008263 0.991737
2507 atp8 1 339.473331 0.014731 0.985269
2508 atp8 1 339.473331 0.021200 0.978800
2509 atp8 1 339.473331 0.027669 0.972331
2510 atp8 1 339.473331 0.034138 0.965862
2511 atp8 1 339.473331 0.040607 0.959393
2512 atp8 1 339.473331 0.047076 0.952924
2513 atp8 1 339.473331 0.053544 0.946456
2514 atp8 1 339.473331 0.060013 0.939987
2515 atp8 1 339.473331 0.066482 0.933518
2516 atp8 1 339.473331 0.072951 0.927049
2517 atp8 1 339.473331 0.079420 0.920580
2518 atp8 1 339.473331 0.085888 0.914112
2519 atp8 1 339.473331 0.092357 0.907643
2520 atp8 1 339.473331 0.098826 0.901174
2521 atp8 1 339.473331 0.105295 0.894705
2522 atp8 1 339.473331 0.111764 0.888236
2523 atp8 1 339.473331 0.118232 0.881768
2524 atp8 1 339.473331 0.124701 0.875299
2525 atp8 1 339.473331 0.131170 0.868830
2526 atp8 1 339.473331 0.137639 0.862361
2527 atp8 1 339.473331 0.144108 0.855892
2528 atp8 1 339.473331 0.150576 0.849424
2529 atp8 1 339.473331 0.157045 0.842955
2530 atp8 1 339.473331 0.163514 0.836486
2531 atp8 1 339.473331 0.169983 0.830017
2532 atp8 1 339.473331 0.176452 0.823548
2533 atp8 1 339.473331 0.182920 0.817080
2534 atp8 1 339.473331 0.189389 0.810611
2535 atp8 1 339.473331 0.195858 0.804142
2536 atp8 1 339.473331 0.202327 0.797673
2537 atp8 1 339.473331 0.208796 0.791204
2538 atp8 1 339.473331 0.215264 0.784736
2539 atp8 1 339.473331 0.221733 0.778267
2540 atp8 1 339.473331 0.228202 0.771798
2541 atp8 1 339.473331 0.234671 0.765329
2542 atp8 1 339.473331 0.241140 0.758860
2543 atp8 1 339.473331 0.247608 0.752392
2544 atp8 1 339.473331 0.254077 0.745923
2545 atp8 1 339.473331 0.260546 0.739454
2546 atp8 1 339.473331 0.267015 0.732985
2547 atp8 1 339.473331 0.273484 0.726516
2548 atp8 1 339.473331 0.279953 0.720047
2549 atp8 1 339.473331 0.286421 0.713579
2550 atp8 1 339.473331 0.292890 0.707110
2551 atp8 1 339.473331 0.299359 0.700641
2552 atp8 1 339.473331 0.305828 0.694172
2553 atp8 1 339.473331 0.312297 0.687703
2554 atp8 1 339.473331 0.318765 0.681235
2555 atp8 1 339.473331 0.325234 0.674766
2556 atp8 1 339.473331 0.331703 0.668297
2557 atp8 1 339.473331 0.338172 0.661828
2558 atp8 1 339.473331 0.344641 0.655359
2559 atp8 1 339.473331 0.351109 0.648891
2560 atp8 1 339.473331 0.357578 0.642422
